m000,m001,m003,m004,m005,m006,m007,m009,m010,m012,m013,m014,m015,m016,m017,m018,m019,m020,m022,m023,m024,m025,m027,m028,m029,m030,m031,m032,m033,m034,m035,m036,m037,m038,m040,m041,m042,m044,m045,m046,m047,m049,m051,m052,m053,m054,m055,m056,m057,m059,m061,m062,m063
9.362478777940062,9.351900373339525,9.366062425455928,9.358028177784687,9.365478298693544,9.342253509334776,9.364948178426276,9.349023615863125,9.359637378707204,9.359118178423133,9.360411255827835,9.361571883584373,9.360060631911324,9.353436669984566,9.351473037832543,9.360904486431997,9.368262223147246,9.353926763771067,9.360756152823804,9.36336034908148,9.35937997802931,9.365567896031814,9.358457534886965,9.358622578399228,9.364984708585823,9.358746408078517,9.367178817769284,9.356776551472162,9.357476788300554,9.356805612277222,9.357514425886036,9.352500868642077,9.360863344807456,9.354659302719329,9.359140888873375,9.360256380128526,9.35915746834735,9.358573253606309,9.354207083182667,9.35426786081324,9.360626276600172,9.358236970919995,9.3611620587461,9.359419011509507,9.35961445024448,9.359006717944483,9.359283885427518,9.351912330504456,9.357566980220563,9.358534170550438,9.362616818636344,9.358904874976709,9.361123826390573
9.235020941289582,9.222000338166005,9.236446957077874,9.231794161174703,9.234833629486873,9.22577111231598,9.234665207404955,9.230637531696866,9.228080518981828,9.22460794385798,9.225708174464211,9.230313161762632,9.222406207899946,9.22570397898276,9.225761717276868,9.230265455870247,9.234804267154436,9.21905020558004,9.225239092412647,9.229182369466898,9.225142085205693,9.235037037538834,9.2246067710916,9.228998167030108,9.234659897988973,9.229653143433756,9.238453702594885,9.228114875209002,9.222170331238058,9.228334680321545,9.228984028852258,9.226941127485143,9.230191212428306,9.228173701046286,9.233572241695219,9.23297363197788,9.229422485345765,9.229939616562852,9.227917606758892,9.230213142250868,9.226611270329453,9.22400414473854,9.234844638074184,9.232737986528033,9.226899773363142,9.227672914945863,9.221885974173322,9.225532570580635,9.228143811286644,9.231746969405968,9.233992552840315,9.227701993375595,9.229286767539005
9.114022934905545,9.10301838698401,9.114445271914583,9.10785942865814,9.114974825517907,9.104333499022616,9.113860558206563,9.10897001195157,9.108170517383801,9.09763939791198,9.105573739792803,9.109225673598612,9.10595810046473,9.103738478556677,9.103323475116854,9.10875137371376,9.114601972027291,9.103680512308687,9.108234006603189,9.111119865096608,9.107082334166533,9.114372602104709,9.108340577236593,9.108923674343567,9.113808631609134,9.108792543001838,9.113892853028283,9.106733997721323,9.10660973738697,9.10698166608531,9.107554762909857,9.10394696128516,9.110358714023375,9.104070454210023,9.109721450439757,9.108635715645768,9.108590787360216,9.108309742459538,9.102461464657242,9.106052945592054,9.108649223198682,9.108670637222833,9.110444411192574,9.108731045709225,9.107182467949062,9.107301451449779,9.105932376464047,9.10112624266481,9.107102051415703,9.109986785732548,9.112588258145939,9.107613567391784,9.112968558930888
8.988864370354754,8.97783235125392,8.989138709406376,8.982135984071828,8.989776668329684,8.978740934912798,8.988226664591073,8.983249211127472,8.982632151609177,8.982183929027023,8.983954333077891,8.984069851673901,8.983084010551165,8.978758572396982,8.977797906584676,8.982949126283387,8.98911374153421,8.97909174788518,8.98299720461713,8.985943752463667,8.983114026494794,8.988951895777511,8.983243394820375,8.983561933416933,8.98838218566019,8.983627740925863,8.988338489192442,8.981240167048654,8.982299730070737,8.981581196129447,8.98250392404831,8.97853070822186,8.984948532957524,8.978603690884832,8.984269233509435,8.983178319828417,8.983493935814161,8.98274185556754,8.976828591741826,8.980825919262067,8.983379107025915,8.98394170758984,8.985140852772544,8.98354227640248,8.982289030628605,8.981885473961468,8.981824302961583,8.975684428767092,8.982058336842051,8.98476011597805,8.987476444044047,8.982535168498956,8.988567852668064
8.863141511368816,8.852503847021248,8.8638053590821,8.856787464649491,8.864578450366917,8.853162503037236,8.862880203877557,8.858060629729929,8.857186435870192,8.857875191318502,8.858964446033202,8.858553493331165,8.85821209550365,8.85321478281558,8.852469394493534,8.857842297522916,8.864109581376221,8.853414421429287,8.857785192555198,8.8603454031129,8.85777273514439,8.863608180239861,8.85752049136911,8.858244726493702,8.863064203812394,8.857963122780388,8.8632234050016,8.855908279418438,8.856923839228141,8.856044247969297,8.856633551745295,8.853167134151464,8.859714700498884,8.853278856244213,8.858606178663216,8.857914565904876,8.858077839589866,8.85733899396181,8.85179656892386,8.855423040221666,8.857919938034541,8.85823569783063,8.85990862784545,8.8578608269988,8.856742649655226,8.85629249595589,8.856323626483679,8.850302487387594,8.85680684320769,8.85922101117203,8.862010993289214,8.857063263353549,8.863228306419344
8.737743571590048,8.72686957459961,8.73811659996731,8.731302382321347,8.73886046482917,8.72806217715628,8.737147312516889,8.732733315238292,8.73168357099473,8.732859586280464,8.733135348306817,8.73299585248528,8.732922133746849,8.728367390736935,8.726956072891559,8.732811254823503,8.738712791191642,8.727768237327036,8.732370085923781,8.735335658207994,8.732235057351307,8.738216406669121,8.73251547497126,8.732670375484695,8.737890377478132,8.732860547827851,8.73771040139088,8.730451127490538,8.731278441006069,8.730576197420689,8.731140842780526,8.727727114274145,8.734124063797447,8.72805484720539,8.733471732902341,8.732488246723323,8.732530009764254,8.732391680062515,8.72664079891279,8.730017733530758,8.732607700535464,8.73301428707581,8.734514340081915,8.732499290873461,8.731202361214542,8.73115778699688,8.731186746311538,8.725236657978057,8.7315818927207,8.734033737062626,8.736584130887186,8.731381664423807,8.737834321426984
8.612622571709096,8.601640502216792,8.612638298375948,8.60619916278988,8.613703260584208,8.602682197758957,8.612039984324527,8.60739533011576,8.606636191600577,8.606677810230478,8.608668716614863,8.607730557609923,8.607713864726618,8.602470110680985,8.601579210203516,8.607148815539457,8.612832279178662,8.602550506909656,8.606882847016534,8.609548880805013,8.606797639895746,8.612714824015239,8.606733607335059,8.607328231624214,8.612931878704934,8.60734510714637,8.612444396182772,8.605097956223505,8.60591798359664,8.605214135010424,8.605862432153607,8.602564087767258,8.608496362672119,8.602503430104582,8.608035115323897,8.60707450297545,8.607505166117328,8.607309527376778,8.601278637666521,8.604577377044306,8.607065242306732,8.60738051912755,8.60893563111382,8.607259091752164,8.606097539029932,8.606003705435322,8.605962583575927,8.599773994896964,8.606026408607914,8.608569137651244,8.611180053643322,8.606011620469669,8.612645771881079
8.487145228818163,8.476238540533055,8.487522926879345,8.480768461097878,8.488172849326237,8.476929805818127,8.486541552274113,8.481498218243622,8.48125780460987,8.481505070380512,8.48227404140634,8.482670252638643,8.48185415264991,8.476949640829726,8.476360800719995,8.481602367214661,8.48770198272576,8.477276510369794,8.481604976754598,8.484180015071319,8.481386415474025,8.487312522449715,8.481375242689007,8.48190833361344,8.487075398907105,8.48225122314282,8.487059266389958,8.479928043280314,8.480553661051397,8.479861712886336,8.480430908282933,8.4768532323288,8.48354361250449,8.477035869787636,8.482563351844624,8.481721188394378,8.481646218431237,8.481287289694833,8.475540812098645,8.479361963353378,8.481669888552517,8.48215960311771,8.4835801386477,8.481610614649028,8.480505839233068,8.48066821984597,8.48024866141515,8.474424191497933,8.480591354828505,8.483000025852487,8.485681663803883,8.480787086497102,8.48669431546334
8.361703808917255,8.350843787851826,8.362417025515132,8.355273272473246,8.36274064769565,8.351902971240772,8.361195620656373,8.357198060196813,8.355698430896329,8.356318224479752,8.357101375368469,8.357441242260618,8.356380748658466,8.351768066176529,8.350986824415985,8.355870845699286,8.36283140872144,8.3516422443016,8.356199920696852,8.359326604704767,8.356030973538997,8.362061216239308,8.356108615576897,8.356700172446452,8.361416336234578,8.356639958768282,8.361339518136077,8.354420339683964,8.355364868354467,8.354397711566211,8.35500163091546,8.351609897357086,8.358165911192405,8.351653255943265,8.357214654719913,8.35625490832303,8.356500834911284,8.356191014666875,8.35029225116398,8.353829306504128,8.356382339789947,8.356726855024066,8.358106065866826,8.356220519971215,8.35496494757258,8.355195390277196,8.354755974221277,8.348889931648547,8.355693613108821,8.35800011257231,8.360251408087834,8.354633415817394,8.36145916868752
8.236445502766726,8.225356376452813,8.236796897554056,8.23016868866646,8.237257146849302,8.226412730067498,8.235858289218223,8.230758808922696,8.230238605767402,8.230813665925902,8.232095818208633,8.231975729117293,8.231032037246484,8.226405624484446,8.225451357561386,8.230874460234624,8.236919326294567,8.226386811623312,8.230667332093029,8.23322633458872,8.230682705041001,8.236525121685165,8.230655807746569,8.231078630101392,8.236003042004693,8.231567920819721,8.236223462457264,8.228851172939075,8.229820915014496,8.229179730080686,8.229533531008327,8.226372312954934,8.232238342468124,8.2262141098962,8.231744285536987,8.230872734064555,8.231162362927765,8.230791131002585,8.224925791181715,8.228382001693328,8.23094276903819,8.231255587158673,8.232487210695243,8.231095022946118,8.229735754581249,8.229435746588525,8.229677038691735,8.223402589411732,8.230303755881168,8.232693603397356,8.234988781460387,8.229434162580384,8.236081675559772
