m000,m001,m003,m004,m005,m006,m007,m009,m010,m012,m013,m014,m015,m016,m017,m018,m019,m020,m022,m023,m024,m025,m027,m028,m029,m030,m031,m032,m033,m034,m035,m036,m037,m038,m040,m041,m042,m044,m045,m046,m047,m049,m051,m052,m053,m054,m055,m056,m057,m059,m061,m062,m063
24.131298,20.770302,20.962559,26.600954,22.949856,25.087614,41.45831,21.67001,23.19047,-86.58234,23.202,-96.70507,23.350883,-106.26529,-159.51456,23.070292,20.942028,59.70345,-152.1384,22.263523,24.443165,17.192968,23.685516,-138.65045,23.575851,21.624018,21.447964,24.232765,-166.72537,-263.0228,-27.664036,-17.1029,-52.986183,22.260368,22.550686,20.647633,20.283546,-463.77347,-16.157724,24.708107,23.848434,-118.66299,22.28055,20.513489,-144.7654,21.77927,-280.57324,-48.84786,-111.50433,20.754112,-123.65408,-347.2185,-295.81323
24.16356,20.787718,20.98198,26.61504,22.973532,25.10868,41.50373,21.678001,23.200071,-86.6801,23.220781,-96.73277,23.350613,-106.349396,-159.60403,23.092243,20.962852,59.7185,-152.29422,22.280724,24.467693,17.210693,23.706867,-138.76729,23.596222,21.6254,21.443403,24.25669,-166.87836,-263.17535,-27.68291,-17.112854,-53.024925,22.272709,22.571964,20.670238,20.313705,-464.13416,-16.172482,24.71647,23.860687,-118.778366,22.314884,20.531696,-144.9921,21.815147,-280.93097,-48.88861,-111.589066,20.761848,-123.76637,-347.6615,-296.3032
24.196293,20.80634,20.98977,26.648651,22.993832,25.1161,41.56299,21.696365,23.205507,-86.75354,23.242031,-96.74672,23.344976,-106.4114,-159.74399,23.117285,20.974731,59.749874,-152.35808,22.291393,24.47977,17.229671,23.731218,-138.85324,23.61031,21.63927,21.454227,24.280884,-167.10376,-263.34442,-27.691563,-17.125278,-53.096012,22.287863,22.585075,20.677963,20.34924,-464.52585,-16.190159,24.740122,23.879276,-118.856224,22.337723,20.546146,-145.26207,21.8438,-281.30695,-48.933235,-111.73421,20.788063,-123.88399,-348.03662,-296.5153
24.223135,20.823559,21.00064,26.699566,23.01548,25.133354,41.61136,21.708616,23.20258,-86.85526,23.248096,-96.82506,23.361618,-106.40463,-159.84055,23.135538,20.996078,59.78734,-152.40631,22.30896,24.501202,17.248127,23.749996,-138.99521,23.619862,21.65236,21.477665,24.32784,-167.3777,-263.32452,-27.703638,-17.13843,-53.1448,22.292294,22.598076,20.704512,20.376297,-465.2401,-16.21141,24.76595,23.900318,-119.03424,22.361637,20.559025,-145.54283,21.88378,-281.66626,-48.977085,-111.931244,20.817116,-123.97069,-348.2975,-296.84464
24.261461,20.845629,21.014091,26.749508,23.025269,25.158333,41.70395,21.73294,23.207777,-87.00743,23.239635,-96.90468,23.390356,-106.52994,-159.92738,23.162682,21.021837,59.81952,-152.5922,22.305393,24.531761,17.264767,23.772938,-139.11583,23.630316,21.679718,21.492687,24.371206,-167.7036,-263.53696,-27.731575,-17.164658,-53.214863,22.306053,22.620707,20.74474,20.4161,-466.0251,-16.236296,24.774456,23.916317,-119.27892,22.406212,20.584362,-145.81772,21.926811,-282.22968,-49.039375,-112.1712,20.842085,-124.070244,-348.641,-296.89462
24.298237,20.86729,21.027565,26.80968,23.070011,25.191174,41.782288,21.773474,23.235687,-87.1692,23.236187,-97.10124,23.412785,-106.70528,-160.07565,23.194948,21.065514,59.83654,-152.78552,22.336538,24.592136,17.287525,23.808949,-139.31686,23.647415,21.69733,21.511387,24.432463,-168.08421,-263.83588,-27.783585,-17.202194,-53.315437,22.316769,22.655201,20.788273,20.471485,-466.87897,-16.276764,24.802204,23.953373,-119.505554,22.44218,20.618809,-146.16602,21.969692,-282.9124,-49.131622,-112.44069,20.866245,-124.32818,-348.9325,-297.25015
24.341553,20.891218,21.062302,26.869892,23.125753,25.21389,41.85082,21.805574,23.261652,-87.38905,23.25254,-97.31863,23.442558,-106.89281,-160.12311,23.226395,21.08311,59.865154,-153.03972,22.36084,24.66954,17.320919,23.84559,-139.55493,23.673996,21.707,21.533796,24.498526,-168.42453,-263.95374,-27.835907,-17.24585,-53.449303,22.347717,22.700996,20.841623,20.53484,-467.69666,-16.32196,24.83636,23.978188,-119.6641,22.481243,20.656116,-146.5392,22.012966,-283.59802,-49.260616,-112.71811,20.894348,-124.58621,-349.2474,-297.47717
24.385511,20.931107,21.09773,26.916065,23.18546,25.24319,41.92711,21.846333,23.302746,-87.56355,23.277493,-97.46933,23.471584,-107.139984,-160.33334,23.26486,21.11438,59.891197,-153.29137,22.395275,24.745716,17.367992,23.880625,-139.91821,23.708271,21.723545,21.584724,24.557632,-168.77072,-264.09424,-27.900032,-17.287575,-53.587227,22.397503,22.759998,20.886314,20.59056,-468.6939,-16.368685,24.896091,24.01641,-119.80146,22.532516,20.698729,-147.00015,22.0877,-284.33774,-49.34392,-112.85097,20.9309,-124.79979,-349.7395,-297.8094
24.428944,20.986862,21.147137,26.979912,23.24524,25.277485,41.997078,21.889257,23.346302,-87.694786,23.300821,-97.70317,23.502712,-107.36546,-160.53383,23.290304,21.141342,59.947395,-153.53427,22.439972,24.804874,17.412554,23.925629,-140.254,23.749678,21.759876,21.652096,24.607239,-169.14297,-264.36237,-27.960629,-17.318203,-53.751545,22.443825,22.813133,20.933147,20.648935,-469.8188,-16.410995,24.952213,24.077785,-120.06958,22.58318,20.753956,-147.41685,22.156683,-285.10962,-49.46512,-113.23236,20.963705,-125.02674,-350.25342,-298.26984
24.482471,21.04801,21.193645,27.053204,23.309978,25.339165,42.073364,21.92001,23.401173,-87.88461,23.343422,-97.88389,23.551807,-107.6236,-160.83328,23.330276,21.17028,59.99678,-153.92462,22.483543,24.856163,17.45729,23.95494,-140.65543,23.800049,21.810272,21.72187,24.661919,-169.54593,-264.7016,-28.02059,-17.353142,-53.908287,22.487343,22.876572,20.985235,20.70853,-471.21304,-16.453756,24.981487,24.140726,-120.37702,22.63629,20.791935,-147.80637,22.228024,-285.68817,-49.5599,-113.63229,21.010933,-125.264786,-350.95157,-298.64307
24.538105,21.104645,21.246706,27.131756,23.373947,25.405754,42.167973,21.965752,23.470543,-88.05823,23.390553,-98.16446,23.607704,-107.92411,-161.26547,23.370155,21.214901,60.05403,-154.31885,22.526085,24.888733,17.489126,23.99609,-141.00325,23.854923,21.866093,21.805285,24.712025,-169.83199,-265.1495,-28.087025,-17.406511,-54.024734,22.529009,22.947323,21.029411,20.764355,-472.35638,-16.499973,25.019766,24.200138,-120.72936,22.682995,20.846245,-148.1807,22.302074,-286.47495,-49.676468,-114.132256,21.053,-125.45667,-351.83865,-299.46707
24.615074,21.159058,21.31461,27.21077,23.419537,25.480854,42.272686,22.010954,23.536076,-88.24,23.47039,-98.41892,23.673832,-108.25604,-161.70218,23.420616,21.250614,60.1087,-154.80988,22.572792,24.956898,17.514671,24.032557,-141.41245,23.920689,21.937883,21.858484,24.782234,-170.15125,-265.8733,-28.175793,-17.471588,-54.17296,22.580696,23.02383,21.082329,20.820808,-473.77573,-16.539852,25.058243,24.284132,-121.101074,22.761612,20.912254,-148.56392,22.372385,-287.03375,-49.78814,-114.56868,21.115902,-125.65638,-352.9169,-300.46613
24.694805,21.200857,21.370327,27.260473,23.471954,25.548107,42.36386,22.048464,23.625832,-88.46417,23.568699,-98.74006,23.725254,-108.61491,-161.99805,23.455257,21.298054,60.142914,-155.32657,22.615236,25.029,17.545088,24.082115,-141.75085,23.972391,21.995132,21.88059,24.84738,-170.31168,-266.42438,-28.266727,-17.548752,-54.338245,22.64429,23.08306,21.132889,20.869282,-475.03845,-16.591393,25.090416,24.35506,-121.29927,22.824516,20.980738,-148.8874,22.44078,-287.42633,-49.91122,-114.90791,21.181644,-125.82588,-354.07684,-301.4126
24.767555,21.232733,21.412962,27.251875,23.489689,25.603384,42.44806,22.071228,23.681467,-88.56841,23.647327,-98.85132,23.754902,-108.88818,-162.1778,23.46851,21.327919,60.192337,-155.7384,22.660013,25.066645,17.563799,24.107624,-141.98477,24.009462,22.043652,21.86324,24.894268,-170.43399,-266.75708,-28.308153,-17.607504,-54.46263,22.688099,23.115181,21.159016,20.913612,-475.9256,-16.612192,25.108204,24.407986,-121.29123,22.886734,21.039404,-149.04378,22.493292,-287.6197,-50.01583,-115.25145,21.251453,-125.954,-355.03052,-302.52933
24.820576,21.247551,21.445028,27.223011,23.472328,25.605541,42.49559,22.079113,23.703283,-88.60247,23.704018,-98.8298,23.74711,-108.99138,-162.32283,23.459034,21.33562,60.22244,-155.83145,22.685585,25.078142,17.56895,24.123886,-142.0083,24.01305,22.073246,21.828827,24.90788,-170.46335,-266.6996,-28.300352,-17.641499,-54.49585,22.713976,23.112537,21.155506,20.913996,-476.01608,-16.588646,25.1105,24.442406,-121.16584,22.916735,21.059319,-148.90347,22.545235,-287.4651,-50.064663,-115.37894,21.283829,-125.953354,-355.66388,-302.95575
24.836187,21.235184,21.44228,27.161827,23.43439,25.606228,42.53559,22.06721,23.685423,-88.570175,23.697779,-98.62563,23.70887,-108.84903,-162.27573,23.436117,21.34235,60.255753,-155.70665,22.696854,25.053795,17.546104,24.12998,-141.76683,23.976864,22.089195,21.790218,24.910135,-170.4044,-266.3392,-28.262455,-17.657585,-54.459854,22.710487,23.080227,21.115856,20.887114,-475.7048,-16.544724,25.094128,24.454418,-121.04242,22.927662,21.073465,-148.6109,22.571182,-287.01834,-50.089226,-115.35663,21.285147,-125.754395,-355.75082,-303.30905
24.852484,21.203686,21.42149,27.105877,23.382841,25.590508,42.566757,22.049395,23.645567,-88.60164,23.683748,-98.39467,23.677942,-108.67015,-162.14539,23.416988,21.370829,60.266907,-155.46265,22.680687,25.027859,17.51669,24.145218,-141.47643,23.947948,22.075779,21.800596,24.92577,-170.39449,-265.91827,-28.23362,-17.641895,-54.394775,22.669243,23.045494,21.107044,20.856964,-475.3178,-16.510788,25.06332,24.440142,-121.020935,22.90652,21.08502,-148.40828,22.60464,-286.6181,-50.04955,-115.213455,21.269594,-125.5972,-355.67352,-303.36182
